org_code,metric,model,origin_month_key,horizon,target_month_key,point,point_raw,lo80,hi80,is_validated_horizon,cluster_id
R1H,breach_rate,cluster_pooled,202606,1,202607,0.3998522461823732,0.3907887183113734,0.3592632138713223,0.455675628986339,true,0
R1H,breach_rate,cluster_pooled,202606,2,202608,0.4108091948358201,0.3938098132598715,0.3586157938877484,0.46285086800614605,true,0
R1H,breach_rate,cluster_pooled,202606,3,202609,0.42203627933235766,0.40503689775640905,0.36193320302674503,0.4895945754723747,false,0
R1H,breach_rate,cluster_pooled,202606,4,202610,0.4365746319621014,0.4195752503861528,0.3698033908756748,0.5172140463688776,false,0
R1H,breach_rate,cluster_pooled,202606,5,202611,0.43968469684267864,0.42268531526673003,0.367038684650731,0.531848807796033,false,0
R1H,breach_rate,cluster_pooled,202606,6,202612,0.45095896977082156,0.43395958819487296,0.3730017585197924,0.5535422028235648,false,0
R1H,breach_rate,cluster_pooled,202606,7,202701,0.43451528092368225,0.41751589934773364,0.35167391807074877,0.5466798855887648,false,0
R1H,breach_rate,cluster_pooled,202606,8,202702,0.43106667927710324,0.41406729770115464,0.3436792589569084,0.5521494071937038,false,0
R1K,breach_rate,cluster_pooled,202606,1,202607,0.40449231073110314,0.40830024787980024,0.3691299140184028,0.4569640355828738,true,2
R1K,breach_rate,cluster_pooled,202606,2,202608,0.42867784668223297,0.41392353426571804,0.3624900753388646,0.47667389945349126,true,2
R1K,breach_rate,cluster_pooled,202606,3,202609,0.4447502452038707,0.42999593278735576,0.3670030677487621,0.5068491207290303,false,2
R1K,breach_rate,cluster_pooled,202606,4,202610,0.4784753364572053,0.4637210240406904,0.39098312886657477,0.5524634415331038,false,2
R1K,breach_rate,cluster_pooled,202606,5,202611,0.5052031235906019,0.490448811174087,0.4091253720992988,0.5896658501744384,false,2
R1K,breach_rate,cluster_pooled,202606,6,202612,0.5142206090754535,0.49946629665893866,0.4103809325886215,0.6081531173576632,false,2
R1K,breach_rate,cluster_pooled,202606,7,202701,0.47956915461890415,0.4648148422023892,0.36859165144189165,0.5822100259161862,false,2
R1K,breach_rate,cluster_pooled,202606,8,202702,0.47301338287872635,0.4582590704622114,0.35539215260850465,0.5837598008377578,false,2
RA2,breach_rate,cluster_pooled,202606,1,202607,0.3527736562834722,0.3437101284124724,0.3121846239724213,0.408597039087438,true,0
RA2,breach_rate,cluster_pooled,202606,2,202608,0.36357156488779124,0.34657218331184264,0.3113781639397195,0.41561323805811723,true,0
RA2,breach_rate,cluster_pooled,202606,3,202609,0.3742436854292719,0.3572443038533233,0.31414060912365926,0.44180198156928896,false,0
RA2,breach_rate,cluster_pooled,202606,4,202610,0.3881349531945473,0.3711355716185987,0.32136371210812076,0.46877436760132357,false,0
RA2,breach_rate,cluster_pooled,202606,5,202611,0.39111586255720454,0.37411648098125594,0.3184698503652569,0.483279973510559,false,0
RA2,breach_rate,cluster_pooled,202606,6,202612,0.4019571243462755,0.3849577427703269,0.32399991309524634,0.5045403573990188,false,0
RA2,breach_rate,cluster_pooled,202606,7,202701,0.38615807101307864,0.36915868943713004,0.30331670816014517,0.4983226756781612,false,0
RA2,breach_rate,cluster_pooled,202606,8,202702,0.3828569617323515,0.3658575801564029,0.29546954141215664,0.5039396896489521,false,0
RA7,breach_rate,cluster_pooled,202606,1,202607,0.37532143114649447,0.3662579032754947,0.3347323988354436,0.4311448139504603,true,0
RA7,breach_rate,cluster_pooled,202606,2,202608,0.386196032635616,0.3691966510596674,0.3340026316875443,0.438237705805942,true,0
RA7,breach_rate,cluster_pooled,202606,3,202609,0.3971547146607866,0.380155333084838,0.337051638355174,0.4647130108008037,false,0
RA7,breach_rate,cluster_pooled,202606,4,202610,0.4113859887705307,0.3943866071945821,0.3446147476841041,0.4920254031773069,false,0
RA7,breach_rate,cluster_pooled,202606,5,202611,0.4144319212256765,0.3974325396497279,0.34178590903372885,0.5065960321790309,false,0
RA7,breach_rate,cluster_pooled,202606,6,202612,0.42550459023562054,0.40850520865967194,0.34754737898459137,0.5280878232883639,false,0
RA7,breach_rate,cluster_pooled,202606,7,202701,0.40935283242736775,0.39235345085141915,0.3265114695744343,0.5215174370924502,false,0
RA7,breach_rate,cluster_pooled,202606,8,202702,0.40596976749012126,0.38897038591417266,0.3185823471699264,0.5270524954067217,false,0
RA9,breach_rate,cluster_pooled,202606,1,202607,0.5318326029790601,0.5227690751080604,0.4912435706680093,0.587655985783026,true,0
RA9,breach_rate,cluster_pooled,202606,2,202608,0.5429209066696031,0.5259215250936545,0.4907275057215314,0.5949625798399291,true,0
RA9,breach_rate,cluster_pooled,202606,3,202609,0.5545672120832611,0.5375678305073125,0.4944641357776485,0.6221255082232782,false,0
RA9,breach_rate,cluster_pooled,202606,4,202610,0.5694393275292646,0.552439945953316,0.502668086442838,0.6500787419360409,false,0
RA9,breach_rate,cluster_pooled,202606,5,202611,0.5725861189323833,0.5555867373564347,0.49994010674043565,0.6647502298857377,false,0
RA9,breach_rate,cluster_pooled,202606,6,202612,0.5839194779350296,0.566920096359081,0.5059622666840005,0.6865027109877729,false,0
RA9,breach_rate,cluster_pooled,202606,7,202701,0.5673318556740368,0.5503324740980882,0.4844904928211033,0.6794964603391194,false,0
RA9,breach_rate,cluster_pooled,202606,8,202702,0.5638124317752998,0.5468130501993512,0.47642501145510496,0.6848951596919004,false,0
RAE,breach_rate,cluster_pooled,202606,1,202607,0.28791322117184515,0.27884969330084536,0.24732418886079424,0.34373660397581096,true,0
RAE,breach_rate,cluster_pooled,202606,2,202608,0.29839799791941946,0.28139861634347085,0.24620459697134772,0.3504396710897454,true,0
RAE,breach_rate,cluster_pooled,202606,3,202609,0.30795272692001663,0.290953345344068,0.24784965061440398,0.3755110230600337,false,0
RAE,breach_rate,cluster_pooled,202606,4,202610,0.32047971010488474,0.30348032852893614,0.25370846901845817,0.401119124511661,false,0
RAE,breach_rate,cluster_pooled,202606,5,202611,0.323178567277615,0.3061791857016664,0.2505325550856673,0.4153426782309695,false,0
RAE,breach_rate,cluster_pooled,202606,6,202612,0.3330423765323561,0.3160429949564075,0.2550851652813269,0.4356256095850994,false,0
RAE,breach_rate,cluster_pooled,202606,7,202701,0.3186818931643502,0.3016825115884016,0.23584053031141672,0.43084649782943274,false,0
RAE,breach_rate,cluster_pooled,202606,8,202702,0.3156963615482984,0.2986969799723498,0.22830894122810352,0.4367790894648989,false,0
RAJ,breach_rate,cluster_pooled,202606,1,202607,0.3484982885748333,0.3394347607038335,0.3079092562637824,0.4043216713787991,true,0
RAJ,breach_rate,cluster_pooled,202606,2,202608,0.35928170859043673,0.34228232701448813,0.307088307642365,0.41132338176076266,true,0
RAJ,breach_rate,cluster_pooled,202606,3,202609,0.36989531755803956,0.35289593598209096,0.30979224125242694,0.43745361369805663,false,0
RAJ,breach_rate,cluster_pooled,202606,4,202610,0.38371595566426714,0.36671657408831854,0.31694471457784057,0.4643553700710434,false,0
RAJ,breach_rate,cluster_pooled,202606,5,202611,0.38668397016429124,0.36968458858834263,0.3140379579723436,0.4788480811176457,false,0
RAJ,breach_rate,cluster_pooled,202606,6,202612,0.3974764001371387,0.3804770185611901,0.31951918888610953,0.500059633189882,false,0
RAJ,breach_rate,cluster_pooled,202606,7,202701,0.3817534853892016,0.364754103813253,0.29891212253626814,0.49391809005428416,false,0
RAJ,breach_rate,cluster_pooled,202606,8,202702,0.3784703239921883,0.36147094241623967,0.2910829036719934,0.4995530519087888,false,0
RAL,breach_rate,cluster_pooled,202606,1,202607,0.3055078506865121,0.2964443228155123,0.26491881837546116,0.3613312334904779,true,0
RAL,breach_rate,cluster_pooled,202606,2,202608,0.3160871408977556,0.299087759321807,0.26389373994968385,0.3681288140680815,true,0
RAL,breach_rate,cluster_pooled,202606,3,202609,0.3259845672302039,0.3089851856542553,0.2658814909245913,0.393542863370221,false,0
RAL,breach_rate,cluster_pooled,202606,4,202610,0.3389356944463764,0.3219363128704278,0.2721644533599498,0.41957510885315263,false,0
RAL,breach_rate,cluster_pooled,202606,5,202611,0.34172240131138865,0.32472301973544004,0.269076389119441,0.4338865122647431,false,0
RAL,breach_rate,cluster_pooled,202606,6,202612,0.35189546122987186,0.33489607965392326,0.2739382499788427,0.45447869428261517,false,0
RAL,breach_rate,cluster_pooled,202606,7,202701,0.3370793898114434,0.3200800082354948,0.25423802695850994,0.44924399447652597,false,0
RAL,breach_rate,cluster_pooled,202606,8,202702,0.33399457837074764,0.31699519679479904,0.24660715805055278,0.45507730628734816,false,0
RAS,breach_rate,cluster_pooled,202606,1,202607,0.43980139686160546,0.4436093340103026,0.40443900014890516,0.4922731217133761,true,2
RAS,breach_rate,cluster_pooled,202606,2,202608,0.46410179797964773,0.4493474855631328,0.3979140266362794,0.512097850750906,true,2
RAS,breach_rate,cluster_pooled,202606,3,202609,0.480454894236881,0.46570058182036606,0.4027077167817724,0.5425537697620406,false,2
RAS,breach_rate,cluster_pooled,202606,4,202610,0.5145234870813702,0.4997691746648553,0.4270312794907397,0.5885115921572688,false,2
RAS,breach_rate,cluster_pooled,202606,5,202611,0.5412877191474107,0.5265334067308958,0.44520996765610754,0.6257504457312472,false,2
RAS,breach_rate,cluster_pooled,202606,6,202612,0.5502702891183912,0.5355159767018762,0.44643061263155914,0.6442027974006008,false,2
RAS,breach_rate,cluster_pooled,202606,7,202701,0.5156195524480351,0.5008652400315202,0.40464204927102265,0.6182604237453172,false,2
RAS,breach_rate,cluster_pooled,202606,8,202702,0.509024109368387,0.4942697969518721,0.3914028790981653,0.6197705273274186,false,2
RAX,breach_rate,cluster_pooled,202606,1,202607,0.5070786421023288,0.498015114231329,0.46648960979127785,0.5629020249062946,true,0
RAX,breach_rate,cluster_pooled,202606,2,202608,0.5187837006600984,0.5017843190841498,0.46659029971202665,0.5708253738304243,true,0
RAX,breach_rate,cluster_pooled,202606,3,202609,0.5310506484445495,0.5140512668686009,0.4709475721389369,0.5986089445845666,false,0
RAX,breach_rate,cluster_pooled,202606,4,202610,0.5465603647083753,0.5295609831324267,0.47978912362194875,0.6271997791151516,false,0
RAX,breach_rate,cluster_pooled,202606,5,202611,0.5502462878583299,0.5332469062823813,0.4776002756663822,0.6424103988116843,false,0
RAX,breach_rate,cluster_pooled,202606,6,202612,0.5621674450018599,0.5451680634259113,0.4842102337508307,0.6647506780546032,false,0
RAX,breach_rate,cluster_pooled,202606,7,202701,0.5459009152401441,0.5289015336641955,0.4630595523872106,0.6580655199052265,false,0
RAX,breach_rate,cluster_pooled,202606,8,202702,0.5427952568459673,0.5257958752700187,0.45540783652577244,0.6638779847625678,false,0
RBD,breach_rate,cluster_pooled,202606,1,202607,0.4801275450718306,0.4710640172008308,0.4395385127607797,0.5359509278757965,true,0
RBD,breach_rate,cluster_pooled,202606,2,202608,0.4912138520006442,0.4742144704246956,0.4390204510525725,0.5432555251709702,true,0
RBD,breach_rate,cluster_pooled,202606,3,202609,0.5028886629910826,0.48588928141513393,0.4427855866854699,0.5704469591310997,false,0
RBD,breach_rate,cluster_pooled,202606,4,202610,0.517879632949419,0.5008802513734704,0.4511083918629924,0.5985190473561952,false,0
RBD,breach_rate,cluster_pooled,202606,5,202611,0.5210634894630828,0.5040641078871342,0.4484174772711351,0.6132276004164372,false,0
RBD,breach_rate,cluster_pooled,202606,6,202612,0.5325651082269269,0.5155657266509783,0.45460789697589776,0.6351483412796702,false,0
RBD,breach_rate,cluster_pooled,202606,7,202701,0.5157496316298948,0.4987502500539462,0.4329082687769613,0.6279142362949773,false,0
RBD,breach_rate,cluster_pooled,202606,8,202702,0.5121968004995565,0.49519741892360786,0.4248093801793616,0.633279528416157,false,0
RBK,breach_rate,cluster_pooled,202606,1,202607,0.2429043752515708,0.24671231240026792,0.20754197853887044,0.2953761001033415,true,2
RBK,breach_rate,cluster_pooled,202606,2,202608,0.2658071025090175,0.2510527900925026,0.19961933116564917,0.3138031552802758,true,2
RBK,breach_rate,cluster_pooled,202606,3,202609,0.27839885140271986,0.26364453898620493,0.2006516739476113,0.3404977269278795,false,2
RBK,breach_rate,cluster_pooled,202606,4,202610,0.3057360114758612,0.2909816990593463,0.21824380388523068,0.3797241165517597,false,2
RBK,breach_rate,cluster_pooled,202606,5,202611,0.3283280667527228,0.3135737543362079,0.23225031526141965,0.41279079333655927,false,2
RBK,breach_rate,cluster_pooled,202606,6,202612,0.33614370983004743,0.3213893974135325,0.2323040333432154,0.43007621811225705,false,2
RBK,breach_rate,cluster_pooled,202606,7,202701,0.30664138767196925,0.2918870752554543,0.19566388449495675,0.40928225896925136,false,2
RBK,breach_rate,cluster_pooled,202606,8,202702,0.30121845190610386,0.28646413948958893,0.18359722163588213,0.41196486986513536,false,2
RBL,breach_rate,cluster_pooled,202606,1,202607,0.5241163466280376,0.5150528187570378,0.4835273143169867,0.5799397294320034,true,0
RBL,breach_rate,cluster_pooled,202606,2,202608,0.5352086079350079,0.5182092263590593,0.4830152069869362,0.5872502811053338,true,0
RBL,breach_rate,cluster_pooled,202606,3,202609,0.5468749838928574,0.5298756023169088,0.48677190758724476,0.6144332800328745,false,0
RBL,breach_rate,cluster_pooled,202606,4,202610,0.5617849740513058,0.5447855924753572,0.4950137329648792,0.642424388458082,false,0
RBL,breach_rate,cluster_pooled,202606,5,202611,0.5649415252565152,0.5479421436805666,0.49229551306456754,0.6571056362098696,false,0
RBL,breach_rate,cluster_pooled,202606,6,202612,0.5763151873955731,0.5593158058196245,0.4983579761445439,0.6788984204483164,false,0
RBL,breach_rate,cluster_pooled,202606,7,202701,0.559671249772795,0.5426718681968464,0.47682988691986156,0.6718358544378775,false,0
RBL,breach_rate,cluster_pooled,202606,8,202702,0.5561420678785197,0.5391426863025711,0.46875464755832486,0.6772247957951203,false,0
RBN,breach_rate,cluster_pooled,202606,1,202607,0.3893748534406015,0.38031132556960173,0.3487858211295506,0.44519823624456734,true,0
RBN,breach_rate,cluster_pooled,202606,2,202608,0.40029401606264053,0.38329463448669193,0.3481006151145688,0.4523356892329665,true,0
RBN,breach_rate,cluster_pooled,202606,3,202609,0.4114095166162148,0.3944101350402662,0.35130644031060215,0.47896781275623185,false,0
RBN,breach_rate,cluster_pooled,202606,4,202610,0.4258224623310665,0.4088230807551179,0.35905122124463995,0.5064618767378427,false,0
RBN,breach_rate,cluster_pooled,202606,5,202611,0.42890405709651636,0.41190467552056775,0.3562580449045687,0.5210681680498708,false,0
RBN,breach_rate,cluster_pooled,202606,6,202612,0.4400968161357956,0.423097434559847,0.36213960488476643,0.5426800491885388,false,0
RBN,breach_rate,cluster_pooled,202606,7,202701,0.4237648690086631,0.4067654874327145,0.34092350615572964,0.5359294736737457,false,0
RBN,breach_rate,cluster_pooled,202606,8,202702,0.4203400220351807,0.4033406404592321,0.33295260171498586,0.5414227499517812,false,0
RBS,breach_rate,cluster_pooled,202606,1,202607,0.14008707719600175,0.14389501434469887,0.10472468048330139,0.1925588020477724,true,2
RBS,breach_rate,cluster_pooled,202606,2,202608,0.16153336681129668,0.14677905439478175,0.09534559546792835,0.20952941958255497,true,2
RBS,breach_rate,cluster_pooled,202606,3,202609,0.16997911845279262,0.1552248060362777,0.09223194099768406,0.23207799397795226,false,2
RBS,breach_rate,cluster_pooled,202606,4,202610,0.18873039125365754,0.1739760788371426,0.10123818366302699,0.262718496329556,false,2
RBS,breach_rate,cluster_pooled,202606,5,202611,0.20467137214521297,0.18991705972869805,0.10859362065390983,0.28913409872904944,false,2
RBS,breach_rate,cluster_pooled,202606,6,202612,0.21028286732036483,0.1955285549038499,0.10644319083353279,0.30421537560257444,false,2
RBS,breach_rate,cluster_pooled,202606,7,202701,0.1893613508779642,0.1746070384614493,0.07838384770095172,0.2920022221752463,false,2
RBS,breach_rate,cluster_pooled,202606,8,202702,0.18559166121699708,0.17083734880048215,0.06797043094677535,0.2963380791760286,false,2
RBT,breach_rate,cluster_pooled,202606,1,202607,0.5365845069938722,0.5275209791228724,0.49599547468282135,0.5924078897978381,true,0
RBT,breach_rate,cluster_pooled,202606,2,202608,0.5476696395505622,0.5306702579746136,0.4954762386024905,0.5997113127208882,true,0
RBT,breach_rate,cluster_pooled,202606,3,202609,0.5593008439467874,0.5423014623708388,0.49919776764117474,0.6268591400868044,false,0
RBT,breach_rate,cluster_pooled,202606,4,202610,0.5741461637296554,0.5571467821537068,0.5073749226432288,0.6547855781364317,false,0
RBT,breach_rate,cluster_pooled,202606,5,202611,0.5772862252025636,0.560286843626615,0.5046402130106159,0.669450336155918,false,0
RBT,breach_rate,cluster_pooled,202606,6,202612,0.5885921660062265,0.571592784430278,0.5106349547551974,0.6911753990589699,false,0
RBT,breach_rate,cluster_pooled,202606,7,202701,0.5720430629611579,0.5550436813852093,0.48920170010822445,0.6842076676262405,false,0
RBT,breach_rate,cluster_pooled,202606,8,202702,0.568530478022128,0.5515310964461794,0.4811430577019331,0.6896132059387285,false,0
RC9,breach_rate,cluster_pooled,202606,1,202607,0.3668768929807713,0.4021344132203372,0.31969337048431185,0.41039194561526254,true,1
RC9,breach_rate,cluster_pooled,202606,2,202608,0.36387001847674083,0.4300308523744359,0.29114992409845086,0.4126055376667408,true,1
RC9,breach_rate,cluster_pooled,202606,3,202609,0.39201120589106186,0.45817203978875687,0.2880783351486411,0.4368304749681229,false,1
RC9,breach_rate,cluster_pooled,202606,4,202610,0.4202152743389551,0.4863761082366502,0.2899688159137871,0.4617329918484084,false,1
RC9,breach_rate,cluster_pooled,202606,5,202611,0.4483013568825859,0.5144621907802809,0.29487216232498364,0.48691034906950703,false,1
RC9,breach_rate,cluster_pooled,202606,6,202612,0.4825579841857057,0.5487188180834007,0.3081699941070656,0.5185372876717956,false,1
RC9,breach_rate,cluster_pooled,202606,7,202701,0.5126336945356748,0.5787945284333698,0.3189721028504391,0.5461947496869157,false,1
RC9,breach_rate,cluster_pooled,202606,8,202702,0.530742649753477,0.596903483651172,0.3191416270992019,0.5620528542357818,false,1
RCB,breach_rate,cluster_pooled,202606,1,202607,0.48536295560565296,0.47629942773465317,0.4447739232946021,0.5411863384096188,true,0
RCB,breach_rate,cluster_pooled,202606,2,202608,0.49645314621361286,0.47945376463766426,0.44425974526554113,0.5484948193839388,true,0
RCB,breach_rate,cluster_pooled,202606,3,202609,0.5081369693500776,0.4911375877741289,0.4480338930444649,0.5756952654900946,false,0
RCB,breach_rate,cluster_pooled,202606,4,202610,0.5231308832078819,0.5061315016319333,0.45635964212145536,0.6037702976146582,false,0
RCB,breach_rate,cluster_pooled,202606,5,202611,0.5263144198700385,0.5093150382940899,0.4536684076780908,0.6184785308233929,false,0
RCB,breach_rate,cluster_pooled,202606,6,202612,0.5378103328924938,0.5208109513165452,0.45985312164146463,0.6403935659452371,false,0
RCB,breach_rate,cluster_pooled,202606,7,202701,0.5210020224582295,0.5040026408822809,0.438160659605296,0.6331666271233121,false,0
RCB,breach_rate,cluster_pooled,202606,8,202702,0.5174493465395533,0.5004499649636047,0.43006192621935846,0.6385320744561538,false,0
RCD,breach_rate,cluster_pooled,202606,1,202607,0.3686219960602457,0.3724299332089428,0.33325959934754534,0.42109372091201636,true,2
RCD,breach_rate,cluster_pooled,202606,2,202608,0.3926272949079148,0.3778729824913999,0.3264395235645465,0.4406233476791731,true,2
RCD,breach_rate,cluster_pooled,202606,3,202609,0.40823821956283995,0.39348390714632503,0.3304910421077314,0.4703370950879996,false,2
RCD,breach_rate,cluster_pooled,202606,4,202610,0.4412410023696001,0.4264866899530852,0.3537487947789696,0.5152291074454987,false,2
RCD,breach_rate,cluster_pooled,202606,5,202611,0.4676339332578608,0.45287962084134586,0.37155618176655764,0.5520966598416973,false,2
RCD,breach_rate,cluster_pooled,202606,6,202612,0.4765857831148851,0.46183147069837016,0.3727461066280531,0.5705182913970948,false,2
RCD,breach_rate,cluster_pooled,202606,7,202701,0.4423141924406946,0.42755988002417966,0.3313366892636821,0.5449550637379766,false,2
RCD,breach_rate,cluster_pooled,202606,8,202702,0.43586974164723735,0.4211154292307224,0.3182485113770156,0.5466161596062689,false,2
RCF,breach_rate,cluster_pooled,202606,1,202607,0.4518530031192408,0.4556609402679379,0.41649060640654045,0.5043247279710115,true,2
RCF,breach_rate,cluster_pooled,202606,2,202608,0.4761800994864155,0.46142578706990056,0.40999232814304715,0.5241761522576738,true,2
RCF,breach_rate,cluster_pooled,202606,3,202609,0.49259139364054894,0.477837081224034,0.4148442161854404,0.5546902691657085,false,2
RCF,breach_rate,cluster_pooled,202606,4,202610,0.5266971954595191,0.5119428830430042,0.43920498786888856,0.6006853005354176,false,2
RCF,breach_rate,cluster_pooled,202606,5,202611,0.5534113949816236,0.5386570825651087,0.45733364349032046,0.6378741215654601,false,2
RCF,breach_rate,cluster_pooled,202606,6,202612,0.5623616161702246,0.5476073037537097,0.4585219396833926,0.6562941244524343,false,2
RCF,breach_rate,cluster_pooled,202606,7,202701,0.5277926957541689,0.513038383337654,0.4168151925771564,0.6304335670514509,false,2
RCF,breach_rate,cluster_pooled,202606,8,202702,0.5211996262957763,0.5064453138792614,0.40357839602555456,0.6319460442548078,false,2
RCU,breach_rate,cluster_pooled,202606,1,202607,0.06290703780913945,0.06671497495783657,0.027544641096439094,0.1153787626609101,true,2
RCU,breach_rate,cluster_pooled,202606,2,202608,0.08292964538870443,0.0681753329721895,0.0167418740453361,0.13092569815996272,true,2
RCU,breach_rate,cluster_pooled,202606,3,202609,0.08723674352043491,0.07248243110391998,0.009489566065326346,0.14933561904559453,false,2
RCU,breach_rate,cluster_pooled,202606,4,202610,0.09696541384833561,0.08221110143182069,0.009473206257705064,0.1709535189242341,false,2
RCU,breach_rate,cluster_pooled,202606,5,202611,0.10542113161509283,0.0906668191985779,0.009343380123789685,0.1898838581989293,false,2
RCU,breach_rate,cluster_pooled,202606,6,202612,0.10843923289792567,0.09368492048141075,0.004599556411093636,0.2023717411801353,false,2
RCU,breach_rate,cluster_pooled,202606,7,202701,0.0972968675435059,0.08254255512699098,0.0,0.199937738840788,false,2
RCU,breach_rate,cluster_pooled,202606,8,202702,0.09532080641412323,0.0805664939976083,0.0,0.20606722437315472,false,2
RCX,breach_rate,cluster_pooled,202606,1,202607,0.4583059619020355,0.4492424340310357,0.4177169295909846,0.5141293447060014,true,0
RCX,breach_rate,cluster_pooled,202606,2,202608,0.46937113746946263,0.452371755893514,0.4171777365213909,0.5214128106397886,true,0
RCX,breach_rate,cluster_pooled,202606,3,202609,0.4809827348744686,0.46398335329852,0.42087965856885595,0.5485410310144857,false,0
RCX,breach_rate,cluster_pooled,202606,4,202610,0.49592744938996236,0.47892806781401376,0.4291562083035358,0.5765668637967386,false,0
RCX,breach_rate,cluster_pooled,202606,5,202611,0.4991065465275913,0.4821071649516427,0.42646053433564357,0.5912706574809458,false,0
RCX,breach_rate,cluster_pooled,202606,6,202612,0.5106058094827838,0.4936064279068351,0.43264859823175456,0.6131890425355271,false,0
RCX,breach_rate,cluster_pooled,202606,7,202701,0.493801614515202,0.4768022329392534,0.4109602516622685,0.6059662191802846,false,0
RCX,breach_rate,cluster_pooled,202606,8,202702,0.4902575127069534,0.4732581311310048,0.4028700923867585,0.611340240623554,false,0
RD1,breach_rate,cluster_pooled,202606,1,202607,0.4207721845563846,0.4117086566853848,0.3801831522453337,0.4765955673603504,true,0
RD1,breach_rate,cluster_pooled,202606,2,202608,0.4317731152740292,0.41477373369808057,0.37957971432595744,0.4838147884443551,true,0
RD1,breach_rate,cluster_pooled,202606,3,202609,0.4431709308817839,0.4261715493058353,0.38306785457617126,0.510729227021801,false,0
